Date,Close,Predictions
2020-10-06,75.11000061035156,78.13339
2020-10-07,75.76000213623047,77.22298
2020-10-08,77.70999908447266,77.27946
2020-10-09,78.08999633789062,78.6042
2020-10-12,78.3499984741211,79.400116
2020-10-13,77.8499984741211,79.86893
2020-10-14,78.2699966430664,79.6976
2020-10-15,78.81999969482422,79.877655
2020-10-16,77.08999633789062,80.30136
2020-10-19,75.79000091552734,79.322105
2020-10-20,76.5199966430664,78.061
2020-10-21,73.11000061035156,78.053085
2020-10-22,70.58999633789062,75.85394
2020-10-23,73.05999755859375,73.35015
2020-10-26,70.83999633789062,74.026924
2020-10-27,69.0999984741211,72.94721
2020-10-28,68.87999725341797,71.41843
2020-10-29,68.02999877929688,70.70683
2020-10-30,66.80999755859375,69.92644
2020-11-02,69.18000030517578,68.86608
2020-11-03,69.45999908447266,70.0189
2020-11-04,74.75,70.71359
2020-11-05,72.91000366210938,74.44314
2020-11-06,70.61000061035156,74.72933
2020-11-09,64.94999694824219,73.23504
2020-11-10,70.87999725341797,68.87724
2020-11-11,72.8499984741211,70.965965
2020-11-12,71.41999816894531,73.19387
2020-11-13,73.2699966430664,73.17023
2020-11-16,74.12999725341797,74.324196
2020-11-17,73.47000122070312,75.32784
2020-11-18,74.54000091552734,75.25694
2020-11-19,75.0999984741211,75.88004
2020-11-20,75.0,76.47228
2020-11-23,77.27999877929688,76.61595
2020-11-24,74.29000091552734,78.14167
2020-11-25,76.05999755859375,76.77341
2020-11-27,75.9800033569336,77.339615
2020-11-30,74.5,77.52443
2020-12-01,72.08999633789062,76.6204
2020-12-02,69.2699966430664,74.673195
2020-12-03,72.33999633789062,72.07048
2020-12-04,71.2699966430664,73.08607
2020-12-07,73.80000305175781,72.893936
2020-12-08,70.83000183105469,74.50296
2020-12-09,69.91000366210938,73.23537
2020-12-10,69.97000122070312,72.098206
2020-12-11,69.91000366210938,71.6915
2020-12-14,70.4000015258789,71.519196
2020-12-15,70.94999694824219,71.79477
2020-12-16,71.18000030517578,72.28267
2020-12-17,73.47000122070312,72.63242
2020-12-18,73.2300033569336,74.25819
2020-12-21,72.51000213623047,74.74178
2020-12-22,72.31999969482422,74.41567
2020-12-23,70.75,74.1185
2020-12-24,71.8499984741211,72.95594
2020-12-28,70.4000015258789,73.202896
2020-12-29,69.98999786376953,72.38304
2020-12-30,70.12000274658203,71.79582
2020-12-31,68.91999816894531,71.670456
2021-01-04,67.33999633789062,70.86778
2021-01-05,66.41000366210938,69.53603
2021-01-06,65.8499984741211,68.42383
2021-01-07,68.69000244140625,67.65741
2021-01-08,66.95999908447266,69.24109
2021-01-11,68.05999755859375,68.80669
2021-01-12,68.43000030517578,69.33343
2021-01-13,68.72000122070312,69.788826
2021-01-14,69.02999877929688,70.147446
2021-01-15,69.36000061035156,70.47323
2021-01-19,71.30999755859375,70.79751
2021-01-20,75.11000061035156,72.17782
2021-01-21,76.56999969482422,75.20072
2021-01-22,77.70999908447266,77.33864
2021-01-25,78.97000122070312,78.85307
2021-01-26,77.79000091552734,80.18452
2021-01-27,74.66000366210938,79.84305
2021-01-28,76.80000305175781,77.55932
2021-01-29,76.80000305175781,78.01192
2021-02-01,77.08999633789062,78.23226
2021-02-02,77.41999816894531,78.52747
2021-02-03,76.55000305175781,78.87316
2021-02-04,77.08000183105469,78.442444
2021-02-05,80.0199966430664,78.61422
2021-02-08,82.95999908447266,80.629425
2021-02-09,81.80000305175781,83.38391
2021-02-10,82.55999755859375,83.673996
2021-02-11,83.44999694824219,84.19756
2021-02-12,82.18000030517578,84.935104
2021-02-16,78.95999908447266,84.33953
2021-02-17,78.38999938964844,81.92858
2021-02-18,78.23999786376953,80.58536
2021-02-19,79.20999908447266,80.00939
2021-02-22,77.45999908447266,80.488045
2021-02-23,77.9000015258789,79.584625
2021-02-24,80.05000305175781,79.536804
2021-02-25,74.52999877929688,80.97093
2021-02-26,76.87000274658203,77.932594
2021-03-01,77.63999938964844,78.23101
2021-03-02,78.77999877929688,78.915855
2021-03-03,76.04000091552734,79.965
2021-03-04,74.80999755859375,78.57913
2021-03-05,79.01000213623047,77.18739
2021-03-08,80.51000213623047,79.40499
2021-03-09,79.73999786376953,81.325645
2021-03-10,82.08999633789062,81.55628
2021-03-11,83.30999755859375,83.135
2021-03-12,80.69000244140625,84.52979
2021-03-15,83.72000122070312,83.28568
2021-03-16,83.26000213623047,84.721085
2021-03-17,86.98999786376953,84.97988
2021-03-18,82.68000030517578,87.517075
2021-03-19,83.62999725341797,85.63982
2021-03-22,84.48999786376953,85.445076
2021-03-23,83.44000244140625,85.94504
2021-03-24,83.55999755859375,85.457565
2021-03-25,86.05000305175781,85.33974
2021-03-26,89.8499984741211,86.95876
2021-03-29,87.87000274658203,90.14537
2021-03-30,89.23999786376953,90.06127
2021-03-31,89.12000274658203,90.84078
2021-04-01,91.05000305175781,91.01623
2021-04-05,92.63999938964844,92.321976
2021-04-06,93.37999725341797,93.8696
2021-04-07,92.16999816894531,94.92579
2021-04-08,91.47000122070312,94.46442
2021-04-09,93.93000030517578,93.749825
2021-04-12,93.75,95.093735
2021-04-13,93.13999938964844,95.512634
2021-04-14,92.83000183105469,95.24116
2021-04-15,93.05000305175781,94.904335
2021-04-16,96.37000274658203,94.91645
2021-04-19,95.72000122070312,97.157265
2021-04-20,91.93000030517578,97.61135
2021-04-21,93.30000305175781,95.192604
2021-04-22,94.91999816894531,95.120445
2021-04-23,98.20999908447266,96.22063
2021-04-26,100.41000366210938,98.88946
2021-04-27,100.58000183105469,101.41008
2021-04-28,99.80999755859375,102.436844
2021-04-29,101.47000122070312,102.20555
2021-04-30,98.29000091552734,103.14185
2021-05-03,100.8499984741211,101.31443
2021-05-04,101.66000366210938,102.27411
2021-05-05,101.70999908447266,103.22113
2021-05-06,101.5,103.61383
2021-05-07,103.87000274658203,103.59749
2021-05-10,104.44999694824219,105.170006
2021-05-11,99.5999984741211,106.166
2021-05-12,92.3499984741211,103.224365
2021-05-13,94.97000122070312,97.147736
2021-05-14,96.29000091552734,96.5951
2021-05-17,95.6500015258789,97.45941
2021-05-18,92.23999786376953,97.49582
