,Close,Predictions
2021-05-18 00:00:00,124.8499984741211,128.34173583984375
2021-05-19 00:00:00,124.69000244140625,127.858154296875
2021-05-20 00:00:00,127.30999755859375,127.5120849609375
2021-05-21 00:00:00,125.43000030517578,127.99697875976562
2021-05-24 00:00:00,127.0999984741211,127.72870635986328
2021-05-25 00:00:00,126.9000015258789,128.072021484375
2021-05-26 00:00:00,126.8499984741211,128.2078399658203
2021-05-27 00:00:00,125.27999877929688,128.30340576171875
2021-05-28 00:00:00,124.61000061035156,127.93809509277344
2021-06-01 00:00:00,124.27999877929688,127.54142761230469
2021-06-02 00:00:00,125.05999755859375,127.1805191040039
2021-06-03 00:00:00,123.54000091552734,127.14288330078125
2021-06-04 00:00:00,125.88999938964844,126.6575698852539
2021-06-07 00:00:00,125.9000015258789,127.01407623291016
2021-06-08 00:00:00,126.73999786376953,127.19076538085938
2021-06-09 00:00:00,127.12999725341797,127.55696105957031
2021-06-10 00:00:00,126.11000061035156,127.90673828125
2021-06-11 00:00:00,127.3499984741211,127.86634826660156
2021-06-14 00:00:00,130.47999572753906,128.2249755859375
2021-06-15 00:00:00,129.63999938964844,129.3208465576172
2021-06-16 00:00:00,130.14999389648438,129.77447509765625
2021-06-17 00:00:00,131.7899932861328,130.28741455078125
2021-06-18 00:00:00,130.4600067138672,131.1079559326172
2021-06-21 00:00:00,132.3000030517578,131.2786102294922
2021-06-22 00:00:00,133.97999572753906,131.97320556640625
2021-06-23 00:00:00,133.6999969482422,132.8832244873047
2021-06-24 00:00:00,133.41000366210938,133.4092254638672
2021-06-25 00:00:00,133.11000061035156,133.72897338867188
2021-06-28 00:00:00,134.77999877929688,133.89443969726562
2021-06-29 00:00:00,136.3300018310547,134.4947509765625
2021-06-30 00:00:00,136.9600067138672,135.3011016845703
2021-07-01 00:00:00,137.27000427246094,136.007080078125
2021-07-02 00:00:00,139.9600067138672,136.58839416503906
2021-07-06 00:00:00,142.02000427246094,137.75344848632812
2021-07-07 00:00:00,144.57000732421875,139.07192993164062
2021-07-08 00:00:00,143.24000549316406,140.6627197265625
2021-07-09 00:00:00,145.11000061035156,141.35562133789062
2021-07-12 00:00:00,144.5,142.44236755371094
2021-07-13 00:00:00,145.63999938964844,142.9936981201172
2021-07-14 00:00:00,149.14999389648438,143.74131774902344
2021-07-15 00:00:00,148.47999572753906,145.2098846435547
2021-07-16 00:00:00,146.38999938964844,145.94656372070312
2021-07-19 00:00:00,142.4499969482422,145.94235229492188
2021-07-20 00:00:00,146.14999389648438,144.9514923095703
2021-07-21 00:00:00,145.39999389648438,145.41798400878906
2021-07-22 00:00:00,146.8000030517578,145.3872528076172
2021-07-23 00:00:00,148.55999755859375,145.77957153320312
2021-07-26 00:00:00,148.99000549316406,146.48875427246094
2021-07-27 00:00:00,146.77000427246094,147.0474853515625
2021-07-28 00:00:00,144.97999572753906,146.82843017578125
2021-07-29 00:00:00,145.63999938964844,146.27755737304688
2021-07-30 00:00:00,145.86000061035156,146.1356964111328
2021-08-02 00:00:00,145.52000427246094,146.0609893798828
2021-08-03 00:00:00,147.36000061035156,145.9004364013672
2021-08-04 00:00:00,146.9499969482422,146.3026885986328
2021-08-05 00:00:00,147.05999755859375,146.402099609375
2021-08-06 00:00:00,146.13999938964844,146.52333068847656
2021-08-09 00:00:00,146.08999633789062,146.35545349121094
2021-08-10 00:00:00,145.60000610351562,146.26023864746094
2021-08-11 00:00:00,145.86000061035156,146.05801391601562
2021-08-12 00:00:00,148.88999938964844,146.00238037109375
2021-08-13 00:00:00,149.10000610351562,146.7828826904297
2021-08-16 00:00:00,151.1199951171875,147.2765350341797
2021-08-17 00:00:00,150.19000244140625,148.18405151367188
2021-08-18 00:00:00,146.36000061035156,148.50445556640625
2021-08-19 00:00:00,146.6999969482422,147.73333740234375
2021-08-20 00:00:00,148.19000244140625,147.4375762939453
2021-08-23 00:00:00,149.7100067138672,147.61447143554688
2021-08-24 00:00:00,149.6199951171875,148.09169006347656
2021-08-25 00:00:00,148.36000061035156,148.3464813232422
2021-08-26 00:00:00,147.5399932861328,148.19192504882812
2021-08-27 00:00:00,148.60000610351562,147.91220092773438
2021-08-30 00:00:00,153.1199951171875,148.03564453125
2021-08-31 00:00:00,151.8300018310547,149.31747436523438
2021-09-01 00:00:00,152.50999450683594,149.69529724121094
2021-09-02 00:00:00,153.64999389648438,150.2177734375
2021-09-03 00:00:00,154.3000030517578,150.8844757080078
2021-09-07 00:00:00,156.69000244140625,151.4990997314453
2021-09-08 00:00:00,155.11000061035156,152.57275390625
2021-09-09 00:00:00,154.07000732421875,152.81675720214844
2021-09-10 00:00:00,148.97000122070312,152.78799438476562
2021-09-13 00:00:00,149.5500030517578,151.42845153808594
2021-09-14 00:00:00,148.1199951171875,150.8285675048828
